,country_name,country_code,continent,P_00_1975,P_00_2010,P_45_2080,P_85_2080,LE_00_1975,LE_00_2010,LE_45_2080,LE_85_2080,E_00_1975,E_00_2010,E_45_2080,E_85_2080,S_00_1975,S_00_2010,S_45_2080,S_85_2080,PLEES_00_1975,PLEES_00_2010,PLEES_45_2080,PLEES_85_2080
61,Tunisia,TUN,Africa,0.4974935415984632,0.4865346374888742,0.326011515813257,0.3168790957219328,0.9996594048915284,0.9985365889031286,0.9951047613568876,0.9912253393088136,0.8423299892164469,0.8427744166867255,0.8424946242518131,0.8418740213161325,0.6554319003403636,0.7621684240407243,0.7344240334159291,0.5293338829942545,2.994914836046802,3.0900140671194523,2.898034934837887,2.6793123393411333
62,Jordan,JOR,Asia,0.4679286490805348,0.4706683751079321,0.2923491414817291,0.2841299633995373,0.9997441264533228,0.998935602462879,0.99533810579654,0.9924589885354862,0.8041799843819085,0.844012502954791,0.8437871666674124,0.8432344533671615,,0.669592764096454,0.703548284844329,0.529364456547842,,2.983209244622056,2.8350226987900102,2.649187861850027
63,United Arab Emirates,ARE,Asia,,,,,0.9979731129078928,0.9829981765263426,0.9170274857152536,0.8885611024461368,0.9811299960657984,0.9750864720136526,0.9739313112477372,0.97231491414285,1.0,0.9216166946845664,0.8877635460679716,0.8137508916306935,,,,
64,Iraq,IRQ,Asia,0.3589883553437514,0.34711620922503,0.2032911997981749,0.196898505734248,0.9996210729664348,0.9982097169005186,0.9930308513468477,0.9896216358074,0.9077699862602944,0.8753034442417321,0.8743455194072589,0.8727538873794858,0.5338301628995399,0.5168597319851237,0.5105788478012475,0.4750538073749306,2.800209577470021,2.7374891023524044,2.581246418353529,2.534327836296064
65,Cambodia,KHM,Asia,,,,,0.9999942183560132,0.9994362547448916,0.99712869984741,0.9960600649115192,0.9925099996074844,0.9952442242592898,0.9940229487840982,0.9921530061574224,,0.5877440213971644,0.633436934304639,0.5590530924931886,,,,
66,Thailand,THA,Asia,0.6061872038944262,0.6016209938487641,0.4375726057257274,0.4384858477348598,0.9997189451447284,0.9988811775832332,0.9949704786251432,0.9926346367692916,0.9736999984477328,0.9917838821103238,0.9904060157518632,0.9882674176684876,0.6444720355519227,0.7529489049148966,0.7665124245588406,0.6264419834414541,3.22407818303881,3.345234958457218,3.1894615246615743,3.0458298856140935
67,Myanmar,MMR,Asia,0.4563700418365187,0.4454111377269297,0.3036540398909056,0.3100467339548325,0.9998774955636456,0.9996231858442386,0.998086359792842,0.99718882544029,0.9926799925329538,,,,0.4914558411556902,0.5755312707154236,0.4687769019878525,0.3647204161091287,2.9403833710888083,,,
68,Vietnam,VNM,Asia,0.6025447928437848,0.5998050668163876,0.443123932645975,0.443123932645975,0.9994916051113456,0.998380008844751,0.9933773247277444,0.990456173153332,0.9787599989581988,0.982479323221746,0.9811546194977008,0.9790613745771056,,0.6818188203624092,0.6579719844386107,0.4799292107998907,,3.2624832192452935,3.075627861310031,2.8925706911763034
69,"Korea, Rep.",KOR,Asia,0.7378881219238322,0.7369748799146998,0.5538630222754093,0.552949780266277,0.998016624104082,0.990941326336818,0.9538221337420282,0.9251044499149856,0.97589999639463,0.9652688430986428,0.9650483677680226,0.9645591556672688,0.5938371556968289,0.8566541791178646,0.8725180714841657,0.6326045209638937,3.305641898119373,3.5498392284680254,3.345251595269626,3.0752179068124255
70,Mongolia,MNG,Asia,0.5255515759039913,0.5365104800135803,0.3862584577130278,0.3926511517769547,0.949505347429234,0.8709027072564155,0.4997451367488252,0.2046248574936697,0.9406693901691604,0.9434457552675768,0.943440005967455,0.943416079616793,,0.1115311182578743,0.7872282637528527,0.718674706409271,,2.462390060795447,2.6166718641821607,2.2593667952966885
71,India,IND,Asia,0.329006943631302,0.329006943631302,0.2157286408978195,0.2221213349617464,0.995319363574478,0.9884554703405256,0.9242978375100236,0.8786272498301614,0.932629999669654,0.9191078554617196,0.9175692028066104,0.915111224874313,0.3868264201140269,0.5216562786341954,0.634171452009698,0.572039594664029,2.643782726989461,2.7582265480677424,2.6917671332241513,2.58789940433025
72,Bangladesh,BGD,Asia,0.3735331342462754,0.3707934082188782,0.2477813202273281,0.2505210462547254,0.9992108021203848,0.999040102595633,0.992674309040558,0.9876621043920736,0.977999999357282,0.953606344102391,0.9520362295134556,0.9496713919279368,0.4865412600669117,0.5139630177482739,0.5853347787899165,0.4874475811577136,2.8372851957908543,2.837402872665176,2.777826637571258,2.675302123732449
73,Bhutan,BTN,Asia,0.5449174607715963,0.5430909767533315,0.3874250219165737,0.3883382639257061,0.9992028280138818,0.9962925445949168,0.9723673631005112,0.9594858985337794,0.985179953615444,0.968763313174225,0.9679696235272154,0.9662102019858972,,0.4381503799516578,0.8540200886114212,0.6641640073542581,,2.9462972144741313,3.1817820971557214,2.9781983717996408
74,Nepal,NPL,Asia,0.388496300340392,0.3921492683769217,0.2627167633908082,0.2608902793725434,0.9967529127937304,0.988166155187544,0.9051043040124214,0.8554474554610849,0.8942800020436183,0.8887404985481789,0.8868568198719495,0.8838372894322387,0.0327861596963382,0.0435018371097556,0.4171021235650693,0.4613065194557646,2.312315374874079,2.3125577592224005,2.4717800108402486,2.4614815437216317
75,Pakistan,PAK,Asia,0.3343783465500262,0.3371180725774234,0.2012520228065566,0.1994255387882918,0.9985463054216888,0.9952098079954312,0.9808562950728488,0.9703024377216608,0.9933099942070448,0.9560827283484984,0.9515601230118608,0.945239805552746,0.3379240186744301,0.4020013201066669,0.5480641324522065,0.4578307622724763,2.66415866485319,2.69041192902802,2.681732573343473,2.572798544335175
76,Afghanistan,AFG,Asia,,,,,0.9990836317856692,0.9951280122950664,0.9808699325522,0.9703275999907646,0.9187899815900784,,,,,0.1915717834576417,0.4319071576007702,0.43734348836493,,,,
77,Kyrgyz Republic,KGZ,Asia,0.4803907683534318,0.4822172523716967,0.3387548362620611,0.3387548362620611,0.9874668568441166,0.9630994694864172,0.854660969919874,0.7653475572052386,0.9899999765292472,0.9626266607698106,0.9626226031559124,0.9626094722238964,,0.1476775116515306,0.5360784244735829,0.4311789030677738,,2.555620894279455,2.6921168338114305,2.49789076875897
78,"Iran, Islamic Rep.",IRN,Asia,0.5181189693023114,0.5181189693023114,0.3473953105701765,0.3528747626249711,0.9997031742339054,0.9980485247674238,0.9897200960279946,0.9844991234358644,0.8889999766861477,0.8868534191615559,0.8866508743958539,0.8862728480475265,0.6833256119737003,0.7049619891670976,0.6803973479871871,0.5398062543560646,3.0901477321960646,3.1079829023983887,2.904163628981212,2.7634529884644268
79,Armenia,ARM,Asia,0.5249316871977792,0.5249316871977792,0.3742981936616328,0.3733849516525003,0.9926042830805072,0.9711612957488016,0.9134904241457732,0.8437041263387641,0.9839999970157982,0.8774412311219352,0.8774342479750213,0.8774091405969114,,0.5023895902240417,0.5983490075908063,0.4551825131903254,,2.8759238042925577,2.763571873373234,2.5496807317785013
80,Sweden,SWE,Europe,0.7203670346337137,0.7221935186519784,0.5401732471424853,0.5410864891516176,0.9982374798068192,0.9913058937137252,0.9682328126874082,0.9446434338150382,0.9836427868299982,0.9621147098731408,0.961246928658566,0.9579174516405964,0.7842131064345649,0.8300403988643815,0.8785251029169717,0.6620353743525715,3.486460407705096,3.5056545211032257,3.348178091405431,3.1056827489598238
81,Belarus,BLR,Europe,0.6880619986919205,0.6898884827101854,0.5119604898320412,0.5083075217955116,0.960806333273996,0.91345051215785,0.7329821953489158,0.5117336268907706,0.9939999114989984,0.947737531629776,0.9477083445428126,0.9476222579205058,,0.6546141975158591,0.7734119504251225,0.5968381320287652,,3.205690724013671,2.9660629801488922,2.5645015386355534
82,Poland,POL,Europe,0.6940599806553238,0.6958864646735886,0.516335205531092,0.5145087215128271,0.9953941285076254,0.9868961559752606,0.9647193610388556,0.93378252141311,0.9351710362562512,0.9634024447606252,0.9472772145505604,0.8995730773133123,,0.7576670581702593,0.767023636001671,0.5214634344646306,,3.4038521235797337,3.1953554171221787,2.86932775470388
83,Austria,AUT,Europe,0.7405594219796653,0.7414726639887976,0.5574423014463997,0.5565290594372673,0.9986943348362316,0.994728706219722,0.9845021363860652,0.9742232759146432,0.9657999786486838,0.9460504821244496,0.946022699291497,0.945943011323186,0.7968397662006972,0.8805674825928844,0.8492256081072039,0.608155238062463,3.501893501665278,3.562819334925854,3.3371927452311656,3.0848505847375596
84,Hungary,HUN,Europe,0.7072249117636851,0.7072249117636851,0.5250762433590538,0.5232497593407889,0.992440839853812,0.9789234258521532,0.9370388326643606,0.8880492100427133,0.914999994609601,0.939560366959498,0.9395100223719228,0.9393754815123122,,0.767144823437814,0.7862408666481919,0.5415273061609608,,3.39285352801315,3.187865965043529,2.8922017570567755
85,Moldova,MDA,Europe,0.6151860475729963,0.6179257736003937,0.44882892196954,0.4415229858964806,0.9755423208528116,0.9280718134314838,0.8107097583441714,0.6574723599794154,0.98099999770456,0.9579172121758432,0.9579090330489826,0.9578851434581338,,0.4370242886104903,0.6754650413397942,0.509573432185585,,2.940939087818211,2.8929127547024884,2.566453921519615
86,Lithuania,LTU,Europe,0.6824782799605482,0.6833915219696807,0.5080543631486384,0.5071411211395059,0.9687244811781696,0.9031313059400488,0.7349939223700843,0.507131230791046,0.994461790787656,0.9541952385077128,0.9489863587219344,0.9332605736680007,,0.7051747358552507,0.7444523641256475,0.5274302887986059,,3.245892802272693,2.9364870083663046,2.4749632143971585
87,Latvia,LVA,Europe,0.6768954366135148,0.6768954366135148,0.504314740801076,0.5034014987919435,0.9788461179413162,0.9298936187534096,0.7983504747671333,0.6274346096819912,0.9864976985011772,0.9522860090328444,0.9521463685446592,0.9517173181530736,,0.6594663128430095,0.7518713737156237,0.5753070945652838,,3.2185413772427784,3.006682957828492,2.6578605211922923
88,Estonia,EST,Europe,0.6840348556019703,0.6840348556019703,0.5091289052607088,0.5091289052607088,0.987785866271888,0.9401469869667792,0.8188671324443917,0.6783735492061822,0.9852979863570496,0.9318268665339928,0.931782973606908,0.9316230082683872,,0.6976044188279839,0.8513431545439949,0.5939100415064081,,3.253613127930726,3.1111221658560035,2.7130355042416863
89,Germany,DEU,Europe,0.7509994478208775,0.7509994478208775,0.5654737634431487,0.5627340374157516,0.9994935914745368,0.9980652954784034,0.9942736219875286,0.989617585547522,0.9733877294020196,0.9771323691347892,0.971988927625608,0.9563901607722324,0.8045825356743584,0.880807990266189,0.8159134151151679,0.5765807601087728,3.528463304371792,3.607005102700259,3.3476497281714535,3.0853225438442786
90,Greece,GRC,Europe,0.66275401991864,0.6581878098729779,0.474020213025571,0.4685407609707765,0.9995521168726882,0.9979834999535044,0.992245329014098,0.986786240461494,0.9234999985638572,0.7840021619740576,0.7838671138813905,0.7835130364379962,0.802782575399855,0.8633870699503465,0.7833741305577345,0.5549889091920717,3.3885887107550405,3.303560541750886,3.033506786478794,2.7938289470623383
91,Turkiye,TUR,Asia,0.6263238500684151,0.6244973660501503,0.4447732867697205,0.4456865287788529,0.9997502842433392,0.9987625870101866,0.994662452844446,0.9912868547636025,0.9178999951624206,0.8916412523381904,0.8915240858228417,0.8912347126315237,0.6106360606506814,0.7274411458192892,0.7436560569838772,0.5546092593644304,3.154610190124856,3.2423423512178164,3.0746158824208853,2.8828173555384096
92,Albania,ALB,Europe,0.5846137820247829,0.582787298006518,0.4184217455791623,0.4184217455791623,0.9990482360051344,0.996572050226223,0.9898316797810096,0.9831486588359866,0.8969299982588934,0.8569200733557107,0.8568342344046078,0.8566029252431326,,0.6894785115670177,0.6237499830045137,0.4320010425590346,,3.1257579331554695,2.8888376427692934,2.690174372217316
93,Switzerland,CHE,Europe,0.744104844236058,0.7450180862451905,0.5593669916797781,0.5584537496706456,0.999409586430812,0.9979489946085692,0.9942916835060857,0.9905454400158306,0.9817999881127714,0.9523874635185472,0.952378530912898,0.9523483557873312,,0.8958609057031957,0.8762891542800705,0.6471416780403171,,3.591215450075503,3.382326360378832,3.1484892235141246
94,Belgium,BEL,Europe,0.7754745618534041,0.7763878038625366,0.5877943142753906,0.5832281042297285,0.9993371902701368,0.9971635678911228,0.987155421286937,0.976954506684477,0.9650897623898038,0.962042179395582,0.9559302765730442,0.9379309667726764,0.8319333505132952,0.8967154469394432,0.8011102046504427,0.5302322931987917,3.5718348650266396,3.6323089980886847,3.3319902167858144,3.0283458708856736
95,Netherlands,NLD,Europe,0.7673963233262198,0.7683095653353521,0.5816005528079943,0.578860826780597,0.9997846494746384,0.9991721190721236,0.9971739677796164,0.9946572073726628,0.9635914093088712,0.9718360623587468,0.9683693770191596,0.9583860122430816,0.8429635293541714,0.9090180092821816,0.8111397331623847,0.5385354599740939,3.573735911463901,3.6483357560484038,3.3582836307691553,3.0704395063704353
96,Portugal,PRT,Europe,0.6631218205900403,0.6631218205900403,0.4663412602240993,0.4499029040597158,0.9992766523132388,0.9966195259595736,0.9865760504407548,0.9780887405958836,0.9803640461392028,0.9405414496938702,0.9236626134499556,0.8762507313614158,0.7984400048103211,0.8732366339239309,0.7400278293730952,0.4676633756163442,3.4412025238528035,3.473519430167415,3.1166077534879046,2.7719057516333594
97,Spain,ESP,Europe,0.67058436791613,0.6696711259069975,0.4834430910964524,0.4770503970325255,0.9995959505004152,0.9983390713201415,0.9948863973021232,0.991615058041704,0.9202938624946309,0.8817297984503945,0.8265425794691627,0.6800768723729259,0.8077440813549528,0.8779020448594603,0.7415893984502389,0.5081712118211146,3.3982182622661288,3.427642040536994,3.046461466317977,2.6569135392682703
98,Ireland,IRL,Europe,0.762211725859983,0.762211725859983,0.5759706483119665,0.5759706483119665,0.9997065976617094,0.9980673021693504,0.99294618736174,0.987729345285696,0.9211051885003232,0.9556728496081544,0.9554511013216364,0.9545624198552378,0.7963295752337137,0.908677328708015,0.7912966623185426,0.5128311221141566,3.479353087255729,3.6246292063455026,3.3156645993138856,3.0310935355670567
99,Australia,AUS,Oceania,0.6052818505080787,0.6025421244806815,0.4247747058860926,0.4293409159317547,0.999377955972406,0.9979771746494565,0.9921480349011048,0.9885897940169271,0.9042000007571172,0.9436141316400584,0.9435408272848306,0.9433679094987116,0.8771687002980795,0.9126409693194484,0.8007946106165251,0.6479299994590235,3.3860285075356815,3.4567744000896443,3.161258178688553,3.009228618906417
100,Sri Lanka,LKA,Asia,0.5356618006888016,0.5283558646157422,0.3820311479965574,0.3838576320148223,0.9990816574789434,0.9965672633493086,0.979859135889096,0.9713827173577868,0.8534000014801314,0.9550045764712162,0.9542700139456076,0.9529089478590824,0.5634463739345562,0.6447089759938768,0.7116253395742845,0.5962603740585684,2.9515898335824327,3.124636680430144,3.0277856374055454,2.90440967129026
101,Italy,ITA,Europe,0.7035462234611223,0.7044594654702547,0.519205033876759,0.5164653078493617,0.9996801387481228,0.9979340223480052,0.9905606695529954,0.984255535607062,0.949490097535484,0.9294039555318916,0.8808450282551061,0.746378351989172,0.8207698940136123,0.8711507888706477,0.7644067384104258,0.5416527235245847,3.4734863537583416,3.502948232220799,3.155017470095286,2.7887519189701804
102,Denmark,DNK,Europe,0.7382406075000606,0.7400670915183253,0.5548289431567257,0.5539157011475933,0.9995709785429228,0.9974179781365364,0.98938796382606,0.9814744647897058,0.9544662955667595,0.9691347201367928,0.9681222941667048,0.9648358961046442,0.8487165795795153,0.8781755097071873,0.8033700945187874,0.5373354920958795,3.540994461189258,3.584795299498842,3.3157092956682783,3.037561554137823
103,United Kingdom,GBR,Europe,0.7520112444535862,0.7520112444535862,0.5674851721554579,0.5665719301463255,0.9996069222869252,0.9978205288652688,0.9920142712018148,0.9857054945616994,0.9572417909346072,0.9733131204158244,0.9726885371753222,0.970511544831153,0.8274095706786613,0.8874891911029753,0.793548585354448,0.5483101756417655,3.5362695283537793,3.610634084837655,3.325736565887043,3.0710991451809435
104,Iceland,ISL,Europe,0.7032694474102646,0.7041826894193971,0.5256574067933255,0.5256574067933255,0.9993024260274254,0.9946195806322023,0.981912775702702,0.9729742047334156,0.9860675045864916,0.9781544090387556,0.9781519534759676,0.9781411010131232,,0.8147225531406561,0.9505210019026524,0.7342236688473537,,3.4916792322310113,3.4362431378746474,3.210996381387218
105,Georgia,GEO,Asia,0.5177446561925109,0.5177446561925109,0.3718068256017059,0.3690670995743086,0.9970004618559885,0.9886590508726728,0.9700018408758396,0.9482466288196376,0.9729999864746544,0.8482240904733672,0.8481321102561322,0.8479032401955305,0.5342769805218314,0.5225149427367047,0.7072377962412387,0.5544128133886385,3.0220220850449855,2.877142740275256,2.8971785729749167,2.719629781978115
106,Philippines,PHL,Asia,0.5281184783336919,0.5272052363245594,0.3810912301744113,0.3801779881652788,0.999492664252557,0.996187202104622,0.9836317340079448,0.978367716731428,0.9616599987827852,0.970648473388654,0.969701512966425,0.9681052557557532,0.6482860737952915,0.6431693802776001,0.6156898717661158,0.5034022299861103,3.1375572151643256,3.1372102920954354,2.950114348914897,2.83005319063857
107,Slovenia,SVN,Europe,0.7307628784795607,0.7307628784795607,0.5460058804181278,0.5441793963998629,0.9976022862525924,0.9906544343668968,0.9710126449354746,0.9498903420801896,0.929199991211024,0.9285911045109524,0.9285630572279564,0.9284776560060304,,0.825515820170999,0.7953123328183216,0.5460942959734358,,3.4755242375284086,3.24089391539988,2.9686416904595188
108,Finland,FIN,Europe,0.6983075754001725,0.7001340594184372,0.5206346466236064,0.5224611306418712,0.9956845976833832,0.9745290363131276,0.9146861642914972,0.8498632306013008,0.9672134722165724,0.9592935599954396,0.9579118028905352,0.9519314166144188,0.7155997230654926,0.8048606115009473,0.8752767570211951,0.6582564454854859,3.3768053683656203,3.4388172672279516,3.2685093708268336,2.9825122233430768
109,Slovak Republic,SVK,Europe,0.7056963803179205,0.7075228643361854,0.5258626784794872,0.5240361944612223,0.9885412148825026,0.9686435833498536,0.9094112023028912,0.8356616195267008,0.8842399851489499,0.903540945835031,0.90351550902085,0.9034400160074968,,0.7784986147467149,0.8253094899938448,0.5779658450973004,,3.3582060082677847,3.164098879797073,2.8411036750927203
110,Czechia,CZE,Europe,0.7240131601654225,0.724926402174555,0.5423811861355309,0.5396414601081336,0.9956827367681242,0.9841131836409104,0.9567817114857746,0.9247769142587116,0.9772999915953008,0.9584562348953124,0.9584446311308026,0.9584074212123818,,0.8144641548563332,0.8675771203813062,0.624684856162195,,3.481959975567111,3.3251846491334143,3.047510651741422
111,Japan,JPN,Asia,0.7433853670389192,0.7424721250297869,0.5595324165856165,0.5595324165856165,0.9962406834900308,0.9849200507156866,0.9392671182928296,0.8967215808068232,0.9789999962277,0.9681120525197126,0.9678556645440402,0.9673338279304724,0.79827577846335,0.8792245223234073,0.7749692233833064,0.5759545505153685,3.51690182522,3.5747287505885934,3.2416244228057924,2.9995423758382804
112,Paraguay,PRY,America,0.6257802781779244,0.6221273101413947,0.4576621089121126,0.4540091408755829,0.9991100051223428,0.9978418888351086,0.9938084752353262,0.9915207348990464,0.9490000008486548,0.9441394256732848,0.9436796934756132,0.942803715615332,0.6970763955414253,0.6945665115563159,0.70665426665608,0.5802518472912096,3.270966679690347,3.258675136206104,3.1018045442791324,2.968585438681171
113,"Yemen, Rep.",YEM,Asia,0.2215365662226554,0.2306689863139796,0.1095298553224482,0.1077033713041834,0.9996040499437704,0.9962401454769876,0.9851951046462716,0.980912700436616,0.9165799945019024,0.8655158410875321,0.8645674595271462,0.8628511575817739,,0.5303594219709401,0.4582941364677809,0.2757799033716022,,2.6227843948494396,2.417586555963647,2.227247132694176
114,Cyprus,CYP,Asia,0.5580875807868068,0.5453021926589529,0.3691762400710655,0.3527378839066819,0.9994414607469352,0.996470511360124,0.9824830692713448,0.9714248324967628,0.9699999980528188,0.8867265368392776,0.88650973582101,0.8860780218477915,0.8072775255971031,0.8792027412715052,0.6853337499489234,0.4564814477660763,3.334806565183664,3.3077019821298594,2.9235027951123436,2.6667221860173127
115,Cyprus,CYP,Asia,0.5580875807868068,0.5453021926589529,0.3691762400710655,0.3527378839066819,0.9994414607469352,0.996470511360124,0.9824830692713448,0.9714248324967628,0.969999998109384,0.886801177343266,0.8867127453766012,0.8865161209357746,0.8072775255971031,0.8792027412715052,0.6853337499489234,0.4564814477660763,3.3348065652402292,3.307776622633848,2.923705804667935,2.667160285105296
116,"Egypt, Arab Rep.",EGY,Africa,0.2430485511318413,0.2731855374332112,0.0667485777974261,0.0667485777974261,0.9996828107569236,0.9987162643059662,0.9951301064847656,0.9921643923156538,0.9061999969021972,0.8905267791581962,0.8899669945305316,0.8888521789581397,0.5962417308476635,0.6867416855053249,0.7079197159903852,0.557941260373948,2.7451730896386257,2.8491702664026985,2.6597653948031086,2.5057064094451675
117,Ethiopia,ETH,Africa,0.2773784459761284,0.2819446560217905,0.1976561202611569,0.2049620563342162,0.998640372406652,0.9848011596090316,0.9267607648135894,0.909487305475561,0.9686800002745818,0.9704704809027804,0.970373839491256,0.9701106252061344,,0.5424972866931148,0.5913417903789802,0.4998372196986849,,2.779713583226717,2.6861325149449824,2.5843972067145966
118,Djibouti,DJI,Africa,0.346515029780875,0.3556474498721992,0.2121785047604724,0.2057858106965454,0.9979444389592202,0.9851011039040862,0.9342106653218052,0.9214121400662676,0.7011300006060469,0.7236089426434621,0.70588348040851,0.6713357804024783,,0.5393777254148855,0.626736765923159,0.4632507101803071,,2.603735221834633,2.4790094164139465,2.2617844413455983
119,Uganda,UGA,Africa,0.3400936951637003,0.3483128732458921,0.2477036325833952,0.2531830846381897,0.9977134255863482,0.9917018758166052,0.9714407938090958,0.966742936080675,0.9668099998869052,0.9656844909681666,0.9625649371284584,0.9536231883512908,,0.6238496357183214,0.6043337802594904,0.4812793870252447,,2.9295488757489854,2.7860431437804394,2.6548285960954
120,Rwanda,RWA,Africa,0.3176284744889906,0.3002768763154746,0.2142666289350766,0.2170063549624739,0.9984663609159476,0.9902871810093864,0.9591219033279488,0.949617341695955,0.8803199958769485,0.8778875932908012,0.8776808210191965,0.8768872776057653,0.6960599273436061,0.7107270884326569,0.6091574670231014,0.4171103353647545,2.892474758625493,2.879178739048319,2.660226820305323,2.460621309628949
121,Bosnia and Herzegovina,BIH,Europe,0.6931664990400321,0.6922532570308997,0.5132271412264927,0.5104874151990955,0.9981743078037112,0.9946170033719396,0.9859845025295698,0.9764035449646358,0.8245000013287394,0.7790618249273066,0.778972807956776,0.7787226931490074,,0.6559256644602431,0.6580703118762743,0.4382554757997045,,3.1218577497903888,2.9362547635891127,2.703869129112443
122,North Macedonia,MKD,Europe,0.5983607195735617,0.596534235555297,0.4305205056553526,0.4323469896736174,0.998923844439534,0.9963669816251126,0.9884897359916948,0.9806382929673874,0.7549999993387648,0.7668196546039378,0.7668183101542718,0.7668132715509658,,0.6772584101320657,0.7031565550860369,0.485839043228326,,3.036979281916413,2.888985106887356,2.6656375974202966
123,Serbia,SRB,Europe,0.6381644294769946,0.6363379454587298,0.4682110323203243,0.465471306292927,0.9971259936345844,0.9928989503363084,0.9764196016331496,0.9595960145000716,0.8662699965047058,0.8460396062294355,0.8460386462576279,0.8460361552330068,,0.6403745715220899,0.5813019155005972,0.3840171095075779,,3.1156510735465632,2.8719711957116987,2.655120585533583
124,Montenegro,MNE,Europe,0.625591759898284,0.625591759898284,0.4581895740488153,0.455449848021418,0.996524993036948,0.98901037971237,0.9682028303179592,0.9466248799779208,0.739249990863,0.8260842533897113,0.8260013534737015,0.8258021795263295,,0.6879676766017094,0.6306172337406863,0.424308555083107,,3.1286540696020744,2.883010991581162,2.652185462608775
